name,rest_type,dish_liked,rate,votes,location
Cafe Idly,Quick Bites,"Coffee, Idli, Masala Dosa, Burgers",3.7/5,81,Frazer Town
Smoke-A-Pot,"Takeaway, Delivery","Pot Biryani, Raita, Mutton Biryani",3.5/5,93,JP Nagar
The Waffle Street,"Quick Bites, Dessert Parlor","Waffles, Pasta Alfredo, Hot Coffee",3.9/5,55,HSR
Vijaya Gardenia,Casual Dining,"Naan, Sea Food, Biryani, Lime Soda",3.3/5,63,Banaswadi
Steaming Mugs,Cafe,"Fries, Oreo Shake, Pasta Arrabiata",3.9 /5,241,Basavanagudi
Chai Chowk,Quick Bites,"Chai, Lemon Tea, Ginger Tea, Rolls",3.8 /5,82,Koramangala 7th Block
Matsya Loka,Quick Bites,"Biryani, Sea Food, Fish Curry Rice",3.6/5,153,Nagawara
The Litti Company,"Takeaway, Delivery","Liti Chokha, Aloo Litti, Dal Halwa",3.7/5,34,HSR
Delhi Mess,Quick Bites,"Aloo Paratha, Roti, Butter Chicken",4.1 /5,498,New BEL Road
The Hidden Cafe,Quick Bites,"Hyderabadi Biryani, Ginger Chicken",3.9/5,95,Koramangala 1st Block
Cakebuy,Dessert Parlor,"Chocolate Truffle Cake, Cheesecake",3.9 /5,72,Bannerghatta Road
Biryani Miya,Delivery,"Chicken Biryani, Raita, Egg Chilli",3.8/5,44,Sarjapur Road
Fullyfilled,Quick Bites,"Momos, Shawarma, Chicken Shawarama",4.0/5,48,Indiranagar
New Food Magic,Casual Dining,"Roti, Rolls, Paratha, Chicken Roll",3.2/5,154,Electronic City
Happy Kitchen,Quick Bites,"Biryani, Idli, Vada, Chicken Curry",3.8/5,78,Marathahalli
Pecos Mojo,Pub,"Beer, Beef Chilli, Chicken Dry Fry",4.0 /5,170,Banaswadi
Hyderabad Biryani,Casual Dining,"Hyderabadi Biryani, Mutton Biryani",3.2 /5,145,Whitefield
Hunan King's,Casual Dining,"Satay Kai, Fish, Vegetable Noodles",2.9 /5,123,Sahakara Nagar
Eat Eroo - Bombay Vada Pav,Quick Bites,"Dabeli, Pav Bhaji, Cheese Vada Pav",4.0/5,306,Marathahalli
Bobacha,Beverage Shop,"Waffles, Fruit Tea, Pearl Milk Tea",4.1/5,74,Whitefield
Roti Ghar Ki,Quick Bites,"Chole, Paratha, Rajma, Dal Makhani",4.0 /5,132,Whitefield
Hotel Food Lands,Casual Dining,"Sea Food, Biryani, Anjal Tava Fry",3.8 /5,57,Koramangala 7th Block
Vegan Heat,"Takeaway, Delivery","Burgers, Pancakes, Waffles, Salad",4.1 /5,313,Koramangala 1st Block
Chocoberry,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake",3.5/5,56,Jayanagar
White Horse,Quick Bites,"Pot Biryani, Sea Food, Fish Thali",3.8/5,179,JP Nagar
The Kebab House,Quick Bites,"Cheese Naan, Biryani, Onion Rings",4.3/5,49,Bellandur
Shri Krishna Bhavan,Quick Bites,"Pav Bhaji, Masala Dosa, Tea, Roti",3.7 /5,96,Thippasandra
Fanoos,Quick Bites,"Rolls, Mutton Seekh, Chicken Roll",3.9/5,132,Frazer Town
Leia Soul Food,Bakery,"Chocolate Mousse, Oreo Cheesecake",3.8/5,41,Frazer Town
World In A Bowl,Delivery,"Pasta, Butter Chicken, Fruit Bowl",2.9 /5,40,Indiranagar
La-Pizza,Delivery,"Pasta, Burgers, Farm Pizza, Fries",3.6 /5,151,East Bangalore
Kadamba Gardenia,Casual Dining,"Set Dosa, Thali, Rava Masala Dosa",3.6 /5,74,Jalahalli
Jashn Hyderabadi Bawarchi,Casual Dining,"Lemon Chicken, Hyderabadi Biryani",2.9 /5,140,New BEL Road
Kannur Food Point,Quick Bites,"Roast Chicken, Thalassery Biryani",4.0/5,137,BTM
Hotel New Panchavati,Casual Dining,"Murgh Ghee Roast, Chicken Biryani",3.6 /5,121,Vijay Nagar
Berrylicious,Dessert Parlor,"Macaroon, Brownie Sundae, Waffles",3.8/5,89,JP Nagar
Kataria's Pakwan,Quick Bites,"Paratha, Lassi, Manchurian, Thali",3.3/5,97,Kumaraswamy Layout
Messy Eats,"Bakery, Dessert Parlor","Waffles, Churros, Pancakes, Fries",3.9 /5,133,New BEL Road
American Bites,Quick Bites,"Burgers, Chicken Fries, Hot Wings",2.4 /5,48,Kalyan Nagar
The Curry Hut Plus,Casual Dining,"Thai Chicken, Paratha, Mutton Fry",3.4/5,116,Bannerghatta Road
Flying Cakes,Bakery,"Chocochip Cake, Butterscotch Cake",3.1/5,127,Electronic City
Chellappa's,Casual Dining,"Tandoori Chicken, Chicken Biryani",3.2 /5,115,Kaggadasapura
Tasty Magic,Casual Dining,"Shawarma, Chicken Grill, Biryani",2.7 /5,74,BTM
Whitefield Baking Company - Bengaluru Marriott Hotel...,"Bakery, Cafe","Coffee, Opera Pastry, Masala Tea",3.9 /5,58,Whitefield
Matru Sagar,Quick Bites,"Vada, Butter Masala Dosa, Coffee",4.1/5,327,Kalyan Nagar
Aroma Of Asia,Quick Bites,"Veg Momos, Honey Chilli Potatoes",3.9 /5,49,Frazer Town
Srinidhi Sagar Food Line,Quick Bites,"Vada, Masala Dosa, Filter Coffee",3.7/5,129,Indiranagar
Andhra Biryanis,Casual Dining,"Lemon Chicken, Vegetable Biryani",4.0/5,469,Nagawara
Biryani Rooh-e-Khaas,Delivery,"Chicken Dum Biryani, Shahi Tukda",4.2 /5,30,HSR
Night Bell,Delivery,"Burgers, Murgh Malai, Oreo Shake",3.1/5,53,South Bangalore
Udupi Thaja Thindi,Quick Bites,"Masala Dosa, Vada, Filter Coffee",2.9/5,42,BTM
Bling - The Zuri,Lounge,"Martini, Cocktails, Paneer Tikka",3.7 /5,228,Whitefield
Aura - Radha Regent,Bar,"Friendly Service, Friendly Staff",3.6/5,116,Electronic City
Chinmayee's,Casual Dining,"Chicken Lollipop, Chilli Chicken",3.1/5,83,Electronic City
Foodie,Kiosk,"Rolls, Tandoori Chicken, Paratha",2.9 /5,35,Whitefield
UTHRA,Casual Dining,"Kulfi, Mocktails, Dahipuri, Roti",4.0/5,103,Indiranagar
Volga Restaurant,Casual Dining,"Kerala Parotta, Tandoori Chicken",3.7/5,294,Electronic City
Vishnu Garden,Quick Bites,"Vada, Filter Coffee, Masala Dosa",4.0 /5,163,RT Nagar
Desi Khana,Quick Bites,"Rajma, Dal Makhani, Paneer Thali",3.4 /5,243,"Varthur Main Road, Whitefield"
New Tasty Cafeteria,Quick Bites,"Shawarma, Chicken Grill, Faluda",3.8 /5,377,BTM
Royal Paris,Casual Dining,"Butter Chicken, Chicken Biryani",3.9/5,68,BTM
Mega Bite,Casual Dining,"Breakfast Buffet, Paratha, Rice",3.6/5,54,Whitefield
Sri Krishna Sagar,Quick Bites,"Vada, Rava Masala Dosa, Biryani",3.6/5,64,Domlur
Grow Fit,Delivery,"Pizza, Brownie, Chicken Biryani",4.0 /5,457,Koramangala 6th Block
Shandys-The Beer Cocktail Hub,"Bar, Casual Dining","Pizza, Beer Cocktail, Cocktails",NEW,0,Electronic City
Uday Sweets,Sweet Shop,"Samosa, Poha, Rasgulla, Kachori",3.8 /5,34,Koramangala 5th Block
Mandarin Box,Quick Bites,"Momos, Hakka Noodles, Chop Suey",3.9 /5,84,Church Street
46 Ounces Brewgarden,Microbrewery,"Pizza, Craft Beer, French Fries",NEW,0,Electronic City
Roll N Rock,Quick Bites,"Rolls, Paratha, Chicken Biryani",3.8/5,124,Kumaraswamy Layout
Roll Er Dokaan,Quick Bites,"Rolls, Paratha, Double Egg Roll",3.9 /5,139,Jeevan Bhima Nagar
Facebake,Dessert Parlor,"Butterscotch Cake, Irish Coffee",3.7/5,50,Rammurthy Nagar
Foodzoo,Quick Bites,"Paratha, Puri Sabzi, Tea, Chole",3.7/5,122,HSR
Indiana Burgers,Delivery,"Burgers, Chicken Whopper Burger",3.5 /5,47,Domlur
Udupi Bhavan,Quick Bites,"Vada, Idli, Masala Dosa, Coffee",3.8 /5,184,HSR
Garma Garam,Quick Bites,"Chicken Biryani, Butter Chicken",3.2/5,144,Bannerghatta Road
Surya Refreshments,Quick Bites,"Vada, Idli, Coffee, Kesari Bath",3.9 /5,40,Malleshwaram
Bengaluru House,Casual Dining,"Biryani, Mutton Fry, Buttermilk",3.7 /5,45,Jeevan Bhima Nagar
Ruposhi Bangla,Quick Bites,"Fish, Egg Tadka, Kachori, Luchi",4.0/5,159,Electronic City
Black Jack,Bar,"Beer, Cocktails, Masala Peanuts",3.7 /5,318,New BEL Road
Karaikudi Restaurant,Quick Bites,"Paratha, Chicken Curry, Biryani",3.7/5,214,Electronic City
Namma Madurai,Quick Bites,"Appam, Masala Dosa, Tea, Coffee",3.0 /5,178,Kaggadasapura
Arogya Thaana,Beverage Shop,"Sandwiches, Oreo Shake, Burgers",3.8 /5,72,Whitefield
CloudNYN - Sterling Mac Hotel,Bar,"Pizza, Cocktails, Cheese Balls",4.0 /5,417,Old Airport Road
Kanteen 038,Quick Bites,"Chai, Maggi, English Breakfast",3.9 /5,54,Indiranagar
Amritsari Kulcha Bite,Quick Bites,"Lassi, Amritsari Kulcha, Chole",3.9/5,101,Ulsoor
ThrowBack - Pub & Dine,"Bar, Casual Dining","Cocktails, Pizza, French Fries",3.9 /5,235,Langford Town
Azura Restaurant,Casual Dining,"Egg Biryani, Dum Biryani, Naan",2.8/5,95,Bellandur
AQNI,Casual Dining,"Mutton Biryani, Shawarma, Roti",3.6 /5,89,New BEL Road
Cafe of Joy,Casual Dining,"Breads, Cappuccino, Cheesecake",3.7/5,51,Whitefield
Food Zone,Quick Bites,"Tandoori Chicken, Masala Tikka",3.7 /5,162,Basaveshwara Nagar
Andhra Vantakam,Casual Dining,"Andhra Meal, Vegetable Biryani",3.9 /5,320,Rajajinagar
South Idlis,Quick Bites,"Vada, Thatte Idli, Kesari Bath",4.0 /5,287,Rajajinagar
Desi Bytes,Quick Bites,"Biryani, Murgh Lababdar, Thali",3.1 /5,97,Old Airport Road
WAFL Co,Dessert Parlor,"Waffles, Pancakes, Oreo Waffle",4.2/5,53,Koramangala 5th Block
Sukh Sagar Express,Food Court,"Thali, Chaat, Roti, Sandwiches",3.7 /5,89,Malleshwaram
PSV's Andhra Paradise,Casual Dining,"Chicken Guntur, Biryani, Thali",3.5/5,117,HSR
Divina - Eden Park Restaurants,Dessert Parlor,"Apple Pie, New York Cheesecake",4.0/5,147,Jayanagar
Brewz Coffee,Cafe,"Coffee, Sandwiches, Cappuccino",3.0 /5,61,BTM
Papanna's Biriyani,Quick Bites,"Lemon Chicken, Chicken Biryani",3.9 /5,175,Basaveshwara Nagar
Chick Inn,Quick Bites,"Burgers, Popcorn, Chicken Roll",3.8 /5,99,Rajajinagar
Hotel Feast Ambur Biriyani,Quick Bites,"Chicken Biryani, Chicken Kebab",3.4 /5,257,Koramangala 1st Block
Ice Land,Dessert Parlor,"Prompt Service, Friendly Staff",3.6/5,34,JP Nagar
Biryani Durbar,"Takeaway, Delivery","Chicken Biryani, Chicken Kebab",3.7/5,129,Bannerghatta Road
Indigo X II P,Pub,"Pizza, Fish, Beer, Pasta, Wine",4.4 /5,243,HSR
Vybhava,Quick Bites,"Masala Dosa, Idli, Vada Sambar",3.8 /5,39,Jayanagar
KC Das - Sai Sweets,"Sweet Shop, Quick Bites","Rasgulla, Rasmalai, Mishti Doi",2.9/5,56,JP Nagar
Petuk,Quick Bites,"Biryani, Fish, Mughlai Paratha",3.7 /5,78,Whitefield
Infinity Family Restaurant,Casual Dining,"Biryani, Fried Rice, Tawa Roti",3.6 /5,46,Marathahalli
Zamindars Biryani Durbar,Casual Dining,Hyderabadi Chicken Dum Biryani,4.3/5,53,Nagawara
New Salem Spices,Casual Dining,"Chicken Biryani, Chicken Thali",3.5/5,50,Banaswadi
Sri Ruchi Restuarant,Casual Dining,"Mutton Biryani, Butter Chicken",3.8 /5,77,Banaswadi
Hyderabad Biryaani Palace,Casual Dining,"Hyderabadi Biryani, Chicken 65",3.4 /5,309,Kammanahalli
Bangalore Agarwal Bhavan,Quick Bites,"Paratha, Coffee, Halwa, Lassi",3.9/5,134,Jayanagar
Pani Kum Chai,Quick Bites,"Chai, Lemon Tea, Chicken Roll",3.9/5,67,Jayanagar
Min Mini Punjabi Dhaba,Quick Bites,"Dal Makhani, Amritsari Kulcha",3.9/5,85,Koramangala 7th Block
Sankranthi Veg Restaurant,Casual Dining,"Tea, Vada Sambar, Masala Dosa",3.0/5,102,BTM
Little Chef,Casual Dining,"Dragon Chicken, Hunan Chicken",4.0 /5,102,Richmond Road
Entree cafe,"Cafe, Bakery","Coffee, Burgers, French Fries",3.7/5,56,Electronic City
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Quick Bites,"Fruit Custard, Russian Cutlet",3.6/5,43,JP Nagar
Dreamcatcher,Cafe,"English Breakfast, Sandwiches",3.9/5,49,Bannerghatta Road
Ruchis Point,Quick Bites,"Sandwiches, Noodles, Sandwich",3.8/5,75,Banashankari
Kataria's Home Food,Quick Bites,"Dal Makhani, Rice, Buttermilk",3.1/5,40,BTM
Techies Kitchen,Delivery,"Chicken Biryani, Aloo Paratha",3.5 /5,197,"ITPL Main Road, Whitefield"
Ice - Taj MG Road Bengaluru,Club,"Cocktails, Paneer Tikka, Beer",4.1 /5,611,MG Road
The Wicked Cup,Cafe,"Waffles, Hot Chocolate, Fries",3.9/5,56,HSR
Coastal Inn,Casual Dining,"Biryani, Sea Food, Fish Thali",3.4/5,66,Bannerghatta Road
Shiv Shakthi,Quick Bites,"Poha, Samosa, Jalebi, Kachori",4.0/5,176,HSR
Zodiac,Casual Dining,"Lunch Buffet, Chicken Biryani",3.6/5,62,Whitefield
Cubbonpete Donne Biryani,Quick Bites,"Chicken Kebab, Mutton Biryani",3.9 /5,92,Sahakara Nagar
Wok Steam & Grills,"Takeaway, Delivery","Momos, Noodles, Schezwan Rice",3.7/5,41,Marathahalli
Donne Biryani Kuteera,Quick Bites,"Donne Biryani, Pepper Chicken",3.7/5,297,Banaswadi
Foodishq,Quick Bites,"Lassi, Paratha, Paneer Bhurji",3.7 /5,72,Whitefield
Swad,Quick Bites,"Roti, Paratha, Biryani, Thali",2.6/5,210,Nagawara
Kabab Souq,Quick Bites,"Chicken Grill, Shawarma, Naan",3.8 /5,314,Thippasandra
Malleshwaram Dosa Corner,Quick Bites,"Benne Masala Dosa, Aloo Palya",4.4 /5,109,Malleshwaram
Kaapikada,Quick Bites,"Biryani, Appam, Chicken Curry",NEW,0,Kammanahalli
Squeez Juice Bar,Food Court,"Watermelon Juice, Malai Kulfi",3.8 /5,107,Whitefield
House of Torte,"Bakery, Cafe","Cheesecake, Chocolate Truffle",3.8 /5,60,Kaggadasapura
Kabab Palace,Quick Bites,"French Chicken, Roti, Biryani",3.8 /5,72,Rajajinagar
Incanto - The Zuri,Fine Dining,"Pasta, Tiramisu, Cheesy Pizza",4.0 /5,89,Whitefield
Kaka Food Corner,Quick Bites,"Panneer Butter Masala, Lassi",3.4 /5,89,Whitefield
Daily Sushi,Casual Dining,"Ramen, Noodles, Salmon Sushi",3.8 /5,63,Whitefield
Stars 'N' Stripes,Quick Bites,"Burgers, Biryani, Cheesecake",2.7/5,77,MG Road
Blue Bar - The Taj West End,Lounge,"Cocktails, Beer, Spring Roll",4.0/5,113,Race Course Road
Doof,Delivery,"Pasta, Burgers, Wings, Fries",4.0/5,371,Electronic City
Flavours Inn,Quick Bites,"Sea Food, Malabar Fish Curry",3.7 /5,59,New BEL Road
Ivy Park,Casual Dining,"Poricha Kozhi, Chicken Curry",3.5 /5,38,Sarjapur Road
Crunchie Corner,Quick Bites,"Waffles, Burgers, Pizza, Tea",4.0/5,44,Brookefield
Bombay Sandwich Company,Delivery,"Sandwiches, Falafal Sandwich",3.0 /5,40,Indiranagar
Windy- Taste Of Home,Quick Bites,"Thali, Biryani, Aloo Paratha",3.6/5,109,Whitefield
Oh So Stoned!,Food Court,"Waffles, Brownie, Cheesecake",4.1 /5,96,Malleshwaram
Zaika Take Away,Casual Dining,"Butter Naan, Kadhai Mushroom",2.4/5,96,Bannerghatta Road
Magic Meals,"Quick Bites, Dessert Parlor","Biryani, Fries, Thick Shakes",3.7/5,47,Jayanagar
The Arabesque Cafe,Casual Dining,"Onion Rings, Triple Schezwan",4.1 /5,100,Koramangala 4th Block
Fun Kitchen,Quick Bites,"Rolls, Momos, Paratha, Chaap",3.6 /5,103,HSR
Dosa Bazaar,Quick Bites,"Cheese Dosa, Tea, Pizza Dosa",4.0/5,113,JP Nagar
Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,Bar,"Cocktails, Pizza, Buttermilk",4.3 /5,236,"ITPL Main Road, Whitefield"
Sri Sai Palace,Quick Bites,"Masala Dosa, Roti, Curd Rice",3.8 /5,88,Whitefield
The Biryani Story,Casual Dining,"Paneer Tikka, Mutton Biryani",4.4/5,76,BTM
Mambos Cafe,Cafe,"Burgers, Fries, Pizza, Pasta",3.9/5,62,Frazer Town
Punjabi Restaurant,Quick Bites,"Deluxe Thali, Chole Bhature",3.3/5,238,RT Nagar
The Kim Chi Chef,Casual Dining,"Noodle, Momos, Manchow Soup",4.0 /5,210,Whitefield
Vinaya Coffee Moments,Cafe,"Filter Coffee, Pizza, Pasta",3.8/5,46,JP Nagar
HSR Agarval Bhavan,Casual Dining,"Chole Bhature, Tea, Kachori",3.2 /5,68,HSR
Madouk Cafe,Cafe,"Shawarma, Tea, Coffee, Chai",4.0/5,72,Brookefield
Dum Biryani Hub,Quick Bites,"Dum Biryani, Mutton Biryani",3.9 /5,66,BTM
Navami,Casual Dining,"Biryani, Fried Rice Chicken",3.5/5,80,Jayanagar
Creamyum,Delivery,"Cup Cake, Chocolate Truffle",4.0/5,95,HBR Layout
Ritomi's Lov,Quick Bites,"Paratha, Thali, Rajma, Poha",3.7/5,48,Bellandur
Swad Restaurant,Casual Dining,"Thali, Paratha, Dal Kichadi",3.7/5,115,BTM
Friends Diner,Casual Dining,"Chicken Steak, Cheese Balls",2.8 /5,36,Whitefield
Nutri Rich,Quick Bites,"Pizza, Spinach Curry, Salad",3.8 /5,53,Koramangala 7th Block
Desi Wok,Quick Bites,"Biryani, Manchow Soup, Naan",2.7/5,76,BTM
De Thaali,Casual Dining,"Malai Kofta, Sandwich, Naan",3.9/5,144,Jayanagar
56 Bhoga Sweets,"Takeaway, Delivery","Dahi Vada, Rasgulla, Samosa",3.6/5,51,HSR
Khai Khai,Quick Bites,"Mutton Kosha, Kosha Mangsho",3.9/5,50,HSR
Night Spoon,Delivery,"Sandwiches, Shawarma, Pasta",2.4 /5,45,Koramangala 5th Block
Mad Over Fries,Quick Bites,"Tandoori Fries, Pizza Fries",3.4 /5,43,New BEL Road
Cupcake Couture,Delivery,"Cup Cake, Chocolate Truffle",3.8 /5,40,Whitefield
Grandma's Recipe,"Takeaway, Delivery","Chicken Biryani, Fish Curry",3.9 /5,51,Sarjapur Road
Taiyvan's,Casual Dining,"Momos, Spring Roll, Noodles",3.7 /5,101,RT Nagar
Tango,Quick Bites,"Sandwiches, Cheese Sandwich",3.8 /5,51,Basaveshwara Nagar
IDC Kitchen,Quick Bites,"Masala Idli, Filter Coffee",4.2 /5,52,Koramangala 5th Block
Tewari Bros Mithai Shoppie,Sweet Shop,"Dhokla, Raj Kachori, Rabri",3.8/5,59,Commercial Street
Komala Refreshments,Quick Bites,"Masala Dosa, Filter Coffee",4.0/5,102,Frazer Town
Aramane Donne Biriyani,Quick Bites,"Egg Biryani, Donne Biryani",3.9/5,189,BTM
Risalo Pizzeria,Quick Bites,"Veggie Pizza, French Fries",4.0 /5,121,Brookefield
Udupi Upahara,Quick Bites,"Filter Coffee, Masala Dosa",3.6 /5,47,Koramangala 1st Block
The Sweet Spot,Dessert Parlor,"Brownie, Vanilla Ice Cream",4.0/5,157,Koramangala 6th Block
Odissi Restaurant,Casual Dining,"Egg Tadka, Roti, Veg Thali",2.9 /5,67,BTM
Multi Cakes,Dessert Parlor,"Irish Coffee, Eggless Cake",3.7/5,44,JP Nagar
Kulfi & More,Dessert Parlor,"Faluda, Rabri, Malai Kulfi",3.7/5,47,BTM
Santo's,Casual Dining,"Biryani, Gulab Jamun, Naan",3.7 /5,69,New BEL Road
Parathabox,Delivery,"Cheesy Corn, Paneer Cheese",3.8 /5,63,Bellandur
ReFresh Juice Junction,"Beverage Shop, Quick Bites","Pasta, Burgers, Sandwiches",4.1/5,57,Koramangala 1st Block
Baskin Robbins,Dessert Parlor,"Cotton Candy, Banana Split",3.8/5,80,Indiranagar
Vishnu Sagar,Quick Bites,"Pav Bhaji, Panipuri, Chaat",3.0/5,33,Commercial Street
Foody Baba,Delivery,"Chicken Kolhapuri, Biryani",3.1 /5,65,Whitefield
Aahar Vihar,Quick Bites,"Mutton Curry, Aloo Paratha",4.0/5,68,Marathahalli
Coconadu,"Food Court, Quick Bites","Paratha, Biryani, Fish Fry",3.8 /5,37,Koramangala 7th Block
Lassi Adda,Beverage Shop,"Sweet Lassi, Corn Sandwich",4.0/5,65,Electronic City
Udupi Grand Veg,Quick Bites,"Chole, Vada, Roti, Paratha",3.2 /5,220,Marathahalli
Sangam Restaurant,Casual Dining,"Dal Makhani, Salads, Chaat",3.7 /5,81,Rajajinagar
Pebble,Club,"Cocktails, Pepper Chicken",3.9 /5,481,Sadashiv Nagar
Unico,Casual Dining,"Orange Juice, Garlic Naan",3.7 /5,66,Bellandur
Fandom at Gilly's Redefined,Bar,"Onion Rings, French Fries",3.9 /5,107,Koramangala 4th Block
Holige Mane,Quick Bites,"Badami Holige, Puran Poli",4.2 /5,128,Malleshwaram
Kumbakonam Degree Coffee,Quick Bites,"Filter Coffee, Mini Idlis",3.8/5,66,Indiranagar
Kawaii,Dessert Parlor,"Mochi Ice Cream, Milk Tea",3.9 /5,149,HSR
Hyderabad Cuisine,Casual Dining,"Kori Roti, Fish, Sea Food",2.8 /5,70,"Varthur Main Road, Whitefield"
New Tandoori Point,Casual Dining,"Biryani, Tandoori Chicken",2.4 /5,58,Marathahalli
Kamat Hotel,Casual Dining,"Paper Masala Dosa, Coffee",3.6/5,60,Shivajinagar
Rekha Restaurant,Quick Bites,"Fish, Paratha, Fried Rice",3.6 /5,98,Brookefield
Bhaiyaji Food Court,Quick Bites,"Paratha, Samosa, Vada Pav",3.4 /5,27,MG Road
Kenny's Restaurant,Quick Bites,"Noodles, Chicken Lollipop",3.7 /5,87,Banaswadi
Baahubelly,Casual Dining,"Biryani, Tea, Rice, Appam",3.7 /5,68,Brigade Road
Best Of Bengal,Quick Bites,"Gulab Jamun, Thali, Salad",3.8/5,230,Marathahalli
Feaster,Casual Dining,"Liver Fry, Burgers, Pizza",3.8/5,88,HSR
Kapoor's Biriyani,Quick Bites,"Raita, Hyderabadi Biryani",3.3 /5,334,BTM
Annapurna Bengali Restaurant,Casual Dining,"Fish Curry, Chicken Curry",3.9/5,50,Whitefield
Taj Durbar,Quick Bites,"Mutton Biryani, Ghee Rice",3.8/5,83,Jayanagar
New Udupi Delicacy,Quick Bites,"Filter Coffee, Plain Dosa",3.9 /5,91,Whitefield
Potato Bae,Quick Bites,"Pizza Fries, Almond Shake",4.1/5,56,Koramangala 5th Block
Cafe Coffee Day The Lounge,Cafe,"Coffee, Sandwiches, Pasta",2.9/5,59,Indiranagar
The Punjabi Park,Casual Dining,"Butter Naan, French Fries",3.5 /5,31,Whitefield
Sri Durga Nellore Mess,Mess,"Chicken Fry, Masala Prawn",3.3/5,351,Banaswadi
Sannidhi Grand,Quick Bites,"Coffee, Roti, Masala Dosa",3.8/5,49,Kammanahalli
Wakhra Swaad,Quick Bites,"Tandoori Roti, Soya Chaap",3.4/5,83,Electronic City
India Garden,Casual Dining,"Tandoori Chicken, Burgers",3.3/5,211,Electronic City
Chopstick Kitchen,Casual Dining,"Noodles, Momos, Chop Suey",3.4 /5,71,Kaggadasapura
Paisa Vasool,Quick Bites,"Fish Thali, Aloo Paratha",3.3 /5,395,Koramangala 7th Block
Davangere Benna Dose Hotel,Quick Bites,"Benne Dosa, Idli, Coffee",4.1/5,90,Jayanagar
Chung Wah Opus,Casual Dining,"Rice, Noodles, Chop Suey",3.0 /5,59,JP Nagar
Fish Corner,Quick Bites,"Chicken Sukha, Neer Dosa",3.7 /5,118,Yeshwantpur
Mother's Food,Quick Bites,"Non Veg Thali, Egg Maggi",3.8 /5,63,Whitefield
The Denny's,Casual Dining,"Palak Rice, Draught Beer",3.7/5,93,Jayanagar
South Parade - The Chancery Hotel,"Casual Dining, Bar","Breakfast Buffet, Salads",3.1/5,120,Lavelle Road
The Donut Baker,"Bakery, Dessert Parlor","Donut, Chocolate Fantasy",3.8/5,62,Koramangala 7th Block
Sugarberryz Cakery,"Takeaway, Delivery","Chocolate Cake, Cup Cake",3.9/5,53,Commercial Street
City Durbar,Casual Dining,"Chicken Grill, Ghee Rice",3.7 /5,72,Jayanagar
Estia - Aloft Hotel,Casual Dining,"Fish, Mashed Potato, Cod",4.1 /5,79,Whitefield
Nainital North Indian Restaurant,Quick Bites,"Chole Bhature, Veg Thali",3.5/5,73,Electronic City
Spice Of Kolkata,Food Court,"Rolls, Biryani, Dum Aloo",2.8/5,116,Bellandur
Iyer's Tiffin Centre,Quick Bites,"Kesari Bath, Masala Dosa",3.8/5,62,Banashankari
Floured-Baked With Love,"Takeaway, Delivery","Cup Cake, Chocolate Cake",3.8 /5,45,Banashankari
Sri Devi Baker's,"Bakery, Quick Bites","Ginger Tea, Chai, Coffee",3.9/5,41,BTM
Quickie's,Quick Bites,"Maggi, Sandwiches, Rolls",3.9 /5,86,Seshadripuram
Chettayees,Quick Bites,"Puttu Biryani, Egg Roast",3.4 /5,155,BTM
Cane-O-La,Quick Bites,"Sugarcane Juice, Popcorn",3.8/5,61,Basavanagudi
New Oottupura Restaurant,Quick Bites,"Kerala Parotta, Shawarma",3.5 /5,226,New BEL Road
Flavorsome Bakes,"Takeaway, Delivery","Cup Cake, Pineapple Cake",4.0 /5,94,Bannerghatta Road
Radha Rani,Quick Bites,"Fish, Veg Thali, Biryani",3.4 /5,252,Brookefield
Eating Love,Cafe,"Pizza, White Sauce Pasta",4.3/5,149,Sarjapur Road
Thanco's Natural Ice Cream,Dessert Parlor,Tender Coconut Ice Cream,3.7 /5,69,Whitefield
Varenyam,Casual Dining,"Filter Coffee, Dal Tadka",3.7/5,56,Electronic City
New Udupi Park Deluxe,Quick Bites,"Masala Dosa, Thali, Rice",3.6/5,77,Hennur
Yum Kitchen,Delivery,"Chicken Roll, Sweet Lime",3.2/5,51,HSR
Rayalaseema Spice,Casual Dining,Chicken Boneless Biryani,3.6/5,116,Indiranagar
Bombay Kulfis,Dessert Parlor,"Malai Kulfi, Kesar Pista",3.7 /5,48,Sarjapur Road
Sher-E-Punjab,Quick Bites,"Jeera Rice, Thali, Roti",3.4/5,414,Marathahalli
Desi Dawat,Quick Bites,"Tandoori Chicken, Rolls",3.7/5,248,Kumaraswamy Layout
Eat Repeat,Quick Bites,"Sweet Pongal, Curd Rice",3.9/5,101,Basavanagudi
EggFactor - Street House,Kiosk,"Omelette, Chicken Grill",4.1/5,61,HSR
Mikusu - Conrad Bengaluru,Fine Dining,"Noodles, Mushroom Ramen",4.1 /5,81,Ulsoor
The Krishna Grand Xpress,Quick Bites,"Vada, Masala Dosa, Idli",4.0 /5,137,Jayanagar
Dash In,Casual Dining,"Butter Chicken, Noodles",3.1/5,53,BTM
Al Sadique,Quick Bites,"Biryani, Pepper Chicken",3.9 /5,185,Magadi Road
Punjabi Dhaba,Quick Bites,"Butter Chicken, Paratha",3.4 /5,360,Ejipura
Coorg Diaries,Quick Bites,"Pork Curry, Pandi Curry",3.5 /5,129,Kaggadasapura
